@relation valence

@attribute id numeric
@attribute aspectlabel string
@attribute unigrams string
@attribute polarity {positive, negative, neutral}

@data
826,DRINKS#QUALITY,'The blond wood decor is very soothing, the premium sake is excellent and the service is great ',positive
827,SERVICE#GENERAL,'The blond wood decor is very soothing, the premium sake is excellent and the service is great ',positive
828,RESTAURANT#GENERAL,'Mizu is the Japenese find in Grammercy ',positive
829,FOOD#QUALITY,'While their kitchen food is delicious, their Sushi is out of this world ',positive
830,FOOD#QUALITY,'While their kitchen food is delicious, their Sushi is out of this world ',positive
831,FOOD#STYLE_OPTIONS,'Mizu is home to creative and unique rolls not to found anywhere else ',positive
832,FOOD#QUALITY,'Not only is the cuisine the best around, the service has always been attentive and charming ',positive
833,SERVICE#GENERAL,'Not only is the cuisine the best around, the service has always been attentive and charming ',positive
834,RESTAURANT#GENERAL,'Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu ',positive
835,SERVICE#GENERAL,'Thalia is a beautiful restaurant with beautiful people serving you, but the food doesnt quite match up ',positive
836,FOOD#QUALITY,'Thalia is a beautiful restaurant with beautiful people serving you, but the food doesnt quite match up ',negative
837,AMBIENCE#GENERAL,'Thalia is a beautiful restaurant with beautiful people serving you, but the food doesnt quite match up ',positive
838,FOOD#QUALITY,'I ordered the smoked salmon and roe appetizer and it was off flavor ',negative
839,FOOD#QUALITY,'The entree was bland and small, dessert was not inspired ',negative
840,FOOD#STYLE_OPTIONS,'The entree was bland and small, dessert was not inspired ',negative
841,FOOD#QUALITY,'The entree was bland and small, dessert was not inspired ',negative
842,FOOD#PRICES,'I expected quite a bit more from such an expensive menu ',negative
843,FOOD#QUALITY,'I expected quite a bit more from such an expensive menu ',negative
844,LOCATION#GENERAL,'The view is spectacular, and the food is great ',positive
845,FOOD#QUALITY,'The view is spectacular, and the food is great ',positive
846,DRINKS#QUALITY,'Wonderful strawberry daiquiries as well ',positive
847,RESTAURANT#GENERAL,'Definitely worth the trip to Battery Park City ',positive
848,RESTAURANT#GENERAL,'One of my favorite places in Manhattan ',positive
849,FOOD#QUALITY,'Authentic Taiwanese food thats cheap  what more could you ask for ',positive
850,FOOD#PRICES,'Authentic Taiwanese food thats cheap  what more could you ask for ',positive
851,FOOD#QUALITY,'Authentic Taiwanese food thats cheap  what more could you ask for ',positive
852,FOOD#PRICES,'Authentic Taiwanese food thats cheap  what more could you ask for ',positive
853,RESTAURANT#GENERAL,'(Besides that there should be more restaurants like it around the city) ',positive
854,FOOD#QUALITY,'The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan ',positive
855,FOOD#QUALITY,'delicious simple food in nice outdoor atmosphere ',positive
856,FOOD#STYLE_OPTIONS,'delicious simple food in nice outdoor atmosphere ',positive
857,AMBIENCE#GENERAL,'delicious simple food in nice outdoor atmosphere ',positive
858,SERVICE#GENERAL,'Kind, attentive wait staff ',positive
859,FOOD#QUALITY,'I really like both the scallops and the mahi mahi (on saffron risotto-yum ) ',positive
860,FOOD#QUALITY,'I really like both the scallops and the mahi mahi (on saffron risotto-yum ) ',positive
861,FOOD#QUALITY,'My friend devoured her chicken and mashed potatos ',positive
862,FOOD#QUALITY,'Delicious crab cakes too ',positive
863,AMBIENCE#GENERAL,'Even if the food wasnt this good, the garden is a great place to sit outside and relax ',positive
864,FOOD#QUALITY,'Even if the food wasnt this good, the garden is a great place to sit outside and relax ',positive
865,RESTAURANT#GENERAL,'Great neighborhood joint ',positive
866,FOOD#STYLE_OPTIONS,'This is a nice pizza place with good selection of thin crust pizza including the Basil slice ',positive
867,FOOD#QUALITY,'This is a nice pizza place with good selection of thin crust pizza including the Basil slice ',positive
868,RESTAURANT#GENERAL,'This is a nice pizza place with good selection of thin crust pizza including the Basil slice ',positive
869,FOOD#QUALITY,'This is a nice pizza place with good selection of thin crust pizza including the Basil slice ',positive
870,FOOD#QUALITY,'Their calzones are horrific, bad, vomit-inducing, YUCK ',negative
871,FOOD#QUALITY,'They smell like they stuff them with old canned vegetables like the spinach mushroom calzone ',negative
872,SERVICE#GENERAL,'The counter service is bad ',negative
873,SERVICE#GENERAL,'They charge different prices all the time ',negative
874,SERVICE#GENERAL,'Theyre rude at times, and not very friendly ',negative
875,RESTAURANT#GENERAL,'NO PIZZA 33 for me ',negative
876,FOOD#QUALITY,'Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary ',negative
877,FOOD#STYLE_OPTIONS,'The dosas are skimpy, unattractive and drip with grease, and personally Id drink popcorn topping before Id eat another one of these ',negative
878,FOOD#QUALITY,'The dosas are skimpy, unattractive and drip with grease, and personally Id drink popcorn topping before Id eat another one of these ',negative
879,FOOD#QUALITY,'The sandwiches are dry, tasteless and way overpriced ',negative
880,FOOD#PRICES,'The sandwiches are dry, tasteless and way overpriced ',negative
881,RESTAURANT#GENERAL,'Calling the place Hampton Chutney Co  does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too ',negative
882,AMBIENCE#GENERAL,'Calling the place Hampton Chutney Co  does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too ',negative
883,SERVICE#GENERAL,'Calling the place Hampton Chutney Co  does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too ',negative
884,RESTAURANT#GENERAL,'Seriously, this place kicks ass ',positive
885,AMBIENCE#GENERAL,'The atmosphere is unheralded, the service impecible, and the food magnificant ',positive
886,SERVICE#GENERAL,'The atmosphere is unheralded, the service impecible, and the food magnificant ',positive
887,FOOD#QUALITY,'The atmosphere is unheralded, the service impecible, and the food magnificant ',positive
888,FOOD#QUALITY,'Best Italian food I ever had (and being Italian, that means alot) ',positive
889,RESTAURANT#GENERAL,'It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up ',positive
890,AMBIENCE#GENERAL,'This is such a lovely, peaceful place to eat outside ',positive
891,LOCATION#GENERAL,'The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty ',positive
892,LOCATION#GENERAL,'It is set far from the small street its on, and there is no traffic noise ',positive
893,FOOD#QUALITY,'The food is good, especially their more basic dishes, and the drinks are delicious ',positive
894,FOOD#QUALITY,'The food is good, especially their more basic dishes, and the drinks are delicious ',positive
895,DRINKS#QUALITY,'The food is good, especially their more basic dishes, and the drinks are delicious ',positive
896,LOCATION#GENERAL,'This is a great place to take out-of-towners, and perfect for watching the sunset ',positive
897,FOOD#QUALITY,'Great sushi experience ',positive
898,RESTAURANT#PRICES,'Nice value ',positive
899,FOOD#QUALITY,'Unique apppetizers ',positive
900,FOOD#QUALITY,'Try sushimi cucumber roll ',positive
901,FOOD#QUALITY,'Good spreads, great beverage selections and bagels really tasty ',positive
902,DRINKS#STYLE_OPTIONS,'Good spreads, great beverage selections and bagels really tasty ',positive
903,FOOD#QUALITY,'Good spreads, great beverage selections and bagels really tasty ',positive
904,SERVICE#GENERAL,'THE BIG COMPLAINT: NO TOASTING AVAILABLE ',negative
905,SERVICE#GENERAL,'Also, dont plan on asking for your favorite roll, if its not on the menu, you cant have it ',negative
906,RESTAURANT#GENERAL,'Love Pizza 33 ',positive
907,FOOD#QUALITY,'I will be out with friends and all of a sudden I am hungry and I only crave one thing  their Pizza ',positive
908,FOOD#QUALITY,'I will be out with friends and all of a sudden I am hungry and I only crave one thing  their Pizza ',positive
909,FOOD#STYLE_OPTIONS,'They even scoop it out nice (for those on a diet) not too much not to little ',positive
910,FOOD#QUALITY,'The cream cheeses are out of this world and I love that coffee ',positive
911,DRINKS#QUALITY,'The cream cheeses are out of this world and I love that coffee ',positive
912,SERVICE#GENERAL,'A little crowded but they move that line really fast ',positive
913,RESTAURANT#MISCELLANEOUS,'A little crowded but they move that line really fast ',negative
914,RESTAURANT#PRICES,'A little pricey but it really hits the spot on a Sunday morning ',negative
915,RESTAURANT#GENERAL,'A little pricey but it really hits the spot on a Sunday morning ',positive
916,FOOD#QUALITY,'Bagels are ok, but be sure not to make any special requests ',neutral
917,SERVICE#GENERAL,'Bagels are ok, but be sure not to make any special requests ',negative
918,SERVICE#GENERAL,'I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere ',negative
919,FOOD#QUALITY,'Be sure not to get anything other than bagels ',negative
920,FOOD#QUALITY,'Be sure not to get anything other than bagels ',positive
921,FOOD#QUALITY,'the turkey burgers are scary ',negative
922,FOOD#QUALITY,'The worst excuse for Japanese food Ive ever encountered ',negative
923,FOOD#QUALITY,'The soup for the udon was soy sauce and water ',negative
924,FOOD#QUALITY,'The sushi was awful ',negative
925,FOOD#QUALITY,'The rice was poor quality and was cooked so badly it was hard ',negative
926,FOOD#QUALITY,'Furthermore, the rice had no seasoning, so the sushi was bland and disgusting ',negative
927,FOOD#QUALITY,'Furthermore, the rice had no seasoning, so the sushi was bland and disgusting ',negative
928,FOOD#STYLE_OPTIONS,'The fish was adequate, but inexpertly sliced ',negative
929,FOOD#QUALITY,'It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine ',negative
930,SERVICE#GENERAL,'Good, fast service ',positive
931,RESTAURANT#GENERAL,'I would highly recommend ',positive
932,FOOD#QUALITY,'Food is great and inexpensive ',positive
933,FOOD#PRICES,'Food is great and inexpensive ',positive
934,LOCATION#GENERAL,'The location is perfect ',positive
935,RESTAURANT#GENERAL,'Give it a try and enjoy ',positive
936,AMBIENCE#GENERAL,'Well, this place is so Ghetto its not even funny ',negative
937,DRINKS#PRICES,'If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then youll love it here ',negative
938,AMBIENCE#GENERAL,'If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then youll love it here ',negative
939,RESTAURANT#GENERAL,'Would NEVER go back there ',negative
940,FOOD#QUALITY,'Awsome Pizza especially the Margheritta slice ',positive
941,FOOD#QUALITY,'Awsome Pizza especially the Margheritta slice ',positive
942,SERVICE#GENERAL,'Always busy but fast moving ',positive
943,AMBIENCE#GENERAL,'Great atmoshere and worth every bit ',positive
