@relation restaurant#miscellaneous

@attribute id numeric
@attribute words string
@attribute lemmas string
@attribute pos string
@attribute bigrams string
@attribute feature_appearance_of_type1 numeric
@attribute feature_appearance_of_type2 numeric
@attribute feature_appearance_of_type3 numeric
@attribute feature_appearance_of_type4 numeric
@attribute feature_appearance_of_type5 numeric
@attribute feature_appearance_of_type6 numeric
@attribute feature_appearance_of_type7 numeric
@attribute feature_appearance_of_type8 numeric
@attribute feature_appearance_of_type9 numeric
@attribute feature_appearance_of_type10 numeric
@attribute feature_appearance_of_type11 numeric
@attribute feature_appearance_of_type12 numeric
@attribute aspecttype {true, false}

@data
5402,'thought place is using much MSG cooking foods. ','think place be use much msg cooking ','VBD NN VBZ VBG JJ NNP NN  ','thought_place place_is is_using using_much much_MSG MSG_cooking cooking_foods. ',4,3,3,2,7,2,1,1,1,4,5,1,false
5414,'recommend jelly fish, drunken chicken soupy dumplings, stir fry blue crab. ','recommend jelly drunken chicken soupy stir fry blue ','VBP JJ  JJ NN JJ  NN NN JJ  ','recommend_jelly jelly_fish, fish,_drunken drunken_chicken chicken_soupy soupy_dumplings, dumplings,_stir stir_fry fry_blue blue_crab. ',2,1,1,1,4,1,1,1,1,1,1,1,false
5426,'food is cheap waiters are nice. ','food be cheap waiter be ','NN VBZ JJ NNS VBP  ','food_is is_cheap cheap_waiters waiters_are are_nice. ',4,2,1,2,4,3,1,1,1,3,6,1,false
5438,'course, is crowded cares. ','be crowded ',' VBZ JJ  ','course,_is is_crowded crowded_cares. ',0,0,0,0,1,0,0,0,0,0,0,0,true
5450,'Authentic Shanghai style cannot recommend better Shanghai place New York. ','authentic shanghai style recommend good shanghai place new ','NNP NNP NN  VB JJR NNP NN NNP  ','Authentic_Shanghai Shanghai_style style_cannot cannot_recommend recommend_better better_Shanghai Shanghai_place place_New New_York. ',3,2,2,1,4,1,1,1,1,2,2,1,true
5462,'Have frequented ino several years food remains excellent. ','have frequent several year food remain ','VBP VBN  JJ NNS NN VBZ  ','Have_frequented frequented_ino ino_several several_years years_food food_remains remains_excellent. ',2,2,1,2,5,2,1,1,1,2,3,1,false
5474,'Cheese plate is varied delight great bargain $10. ','cheese plate be varied delight great bargain ','JJ NN VBZ JJ NN JJ NN  ','Cheese_plate plate_is is_varied varied_delight delight_great great_bargain bargain_$10. ',2,1,1,1,3,1,1,1,1,1,2,1,false
5486,'large selection bruschettas, paninis, tramezzinis keep palate stagnating. ','large selection tramezzinis keep palate ','JJ NN   NNS VBP NN  ','large_selection selection_bruschettas, bruschettas,_paninis, paninis,_tramezzinis tramezzinis_keep keep_palate palate_stagnating. ',1,1,1,1,1,2,1,1,1,1,1,1,false
5498,'(The asparagus, truffle oil, parmesan bruschetta is winner!) ','truffle parmesan bruschetta be ','  JJ  NN NN VBZ  ','(The_asparagus, asparagus,_truffle truffle_oil, oil,_parmesan parmesan_bruschetta bruschetta_is is_winner!) ',1,1,1,1,1,1,1,1,1,1,1,1,false
5510,'Wine list is extensive being over-priced. ','wine list be extensive be ','NN NN VBZ JJ VBG  ','Wine_list list_is is_extensive extensive_being being_over-priced. ',0,1,0,1,1,0,1,1,2,0,2,0,false
5522,'Be sure try seasonal, delicious, specials. ','be sure try ','VB JJ VB    ','Be_sure sure_try try_seasonal, seasonal,_delicious, delicious,_specials. ',4,1,2,1,8,1,1,1,1,2,2,1,false
5534,'neighborhood favorite. ','neighborhood ','NN  ','neighborhood_favorite. ',2,0,0,0,0,0,0,0,0,0,0,0,false
5546,'loved place!! ','love ','VBD  ','loved_place!! ',4,1,2,0,2,0,0,0,0,2,2,0,false
5558,'hesititate write review atmosphere was great hate become crowded. ','hesititate write review atmosphere be great hate become ','VBP VB NN NN VBD JJ VB VBP  ','hesititate_write write_review review_atmosphere atmosphere_was was_great great_hate hate_become become_crowded. ',5,2,2,2,4,2,2,2,2,4,5,3,false
5570,'food was good, great deal, place self was great. ','food be great place self be ','NN VBD  JJ  NN NN VBD  ','food_was was_good, good,_great great_deal, deal,_place place_self self_was was_great. ',6,5,3,4,9,4,2,2,3,5,6,2,false
5582,'wait staff is freindly, make feel youre eating freindly little european town. ','wait staff be make feel eat freindly little european ','NN NN VBZ  VBP VB  VBG JJ JJ JJ  ','wait_staff staff_is is_freindly, freindly,_make make_feel feel_youre youre_eating eating_freindly freindly_little little_european european_town. ',5,2,2,1,8,1,1,1,1,7,9,1,false
5594,'like Cafe Noir dont get wrong, is jsut people work are evil incompetent!! ','like cafe noir get be jsut people work be evil ','VBP NNP NNP  VB  VBZ VBN NNS VBP VBP JJ  ','like_Cafe Cafe_Noir Noir_dont dont_get get_wrong, wrong,_is is_jsut jsut_people people_work work_are are_evil evil_incompetent!! ',3,1,2,1,3,1,1,1,1,2,4,1,false
5606,'service was terrible, had wait everything ask several different people same thing were allowed be served. ','service be have wait everything ask several different people same thing be allow be ','NN VBD  VBD VB NN VB JJ JJ NNS JJ NN VBD VBN VB  ','service_was was_terrible, terrible,_had had_wait wait_everything everything_ask ask_several several_different different_people people_same same_thing thing_were were_allowed allowed_be be_served. ',2,2,1,1,5,2,1,1,1,2,7,1,false
5618,'waitress, seems be concerned looking good waitressing. ','seem be concerned look good ',' VBZ VB JJ VBG JJ  ','waitress,_seems seems_be be_concerned concerned_looking looking_good good_waitressing. ',3,2,1,2,2,2,1,1,2,2,4,1,false
5630,'dinner manager grabbed boyfriend, asked him: are dont know things work America.and end stormed teareyed yelling tips are only thing survive on. ','dinner manager grab ask be know thing work america.and end storm teareyed yelling tip be only thing survive ','NN NN VBD  VBD  VBP  VB NNS VBP NNP NN VBD JJ NN NNS VBP JJ NN VBP  ','dinner_manager manager_grabbed grabbed_boyfriend, boyfriend,_asked asked_him: him:_are are_dont dont_know know_things things_work work_America.and America.and_end end_stormed stormed_teareyed teareyed_yelling yelling_tips tips_are are_only only_thing thing_survive survive_on. ',2,1,1,1,3,1,1,1,1,2,6,1,false
5642,'did tip, guess model/waitress wanted complained manager. ','do guess want complain ','VBD  VBP  VBD VBD  ','did_tip, tip,_guess guess_model/waitress model/waitress_wanted wanted_complained complained_manager. ',2,1,1,1,1,1,1,1,1,1,4,1,false
5654,'whole set is unprofessional wish Cafe Noir get good staff, current is great place. ','whole set be unprofessional wish cafe noir get good current be great ','JJ NN VBZ JJ VBP NNP NNP VB JJ  JJ VBZ JJ  ','whole_set set_is is_unprofessional unprofessional_wish wish_Cafe Cafe_Noir Noir_get get_good good_staff, staff,_current current_is is_great great_place. ',11,4,4,3,10,3,2,2,3,7,10,2,false
5666,'Pizza is good. ','pizza be ','NNP VBZ  ','Pizza_is is_good. ',1,1,0,1,3,1,0,0,1,1,1,0,false
5678,'Salads are delicious way begin meal. ','salad be delicious way begin ','NNS VBP JJ NN VB  ','Salads_are are_delicious delicious_way way_begin begin_meal. ',2,1,1,1,4,1,1,1,1,2,1,1,false
5690,'pass calamari. ','pass ','VB  ','pass_calamari. ',1,1,1,1,1,1,1,1,1,1,1,1,false
5702,'is thick soggy. ','be thick ','VBZ JJ  ','is_thick thick_soggy. ',0,0,0,0,0,0,0,0,0,0,0,0,false
5714,'Decor is charming. ','decor be ','NNP VBZ  ','Decor_is is_charming. ',0,0,0,0,1,0,0,0,0,1,1,0,false
5726,'Service is average. ','service be ','NN VBZ  ','Service_is is_average. ',0,1,0,0,1,1,0,0,0,1,2,0,false
5738,'great place. ','great ','JJ  ','great_place. ',5,2,2,1,3,1,1,1,1,2,3,1,false
5750,'again! ','',' ','',1,0,0,0,2,0,0,0,0,0,1,0,false
5762,'Loved place. ','love ','VBD  ','Loved_place. ',5,1,2,0,2,0,0,0,0,2,2,0,false
5774,'Everything was wonderful; food, drinks, staff, mileau. ','everything be ','NN VBD      ','Everything_was was_wonderful; wonderful;_food, food,_drinks, drinks,_staff, staff,_mileau. ',2,2,0,1,6,1,0,1,0,3,4,0,false
5786,'recommend place! ','recommend ','VB  ','recommend_place! ',6,1,2,0,4,0,0,0,0,3,3,0,false
5798,'have been Casimir times have had great time there. ','have be casimir time have have great time ','VBP VBN NNP NNS VBP VBN JJ NN  ','have_been been_Casimir Casimir_times times_have have_had had_great great_time time_there. ',7,2,3,2,6,2,2,2,2,2,5,2,false
5810,'food is great priced. ','food be great ','NN VBZ JJ  ','food_is is_great great_priced. ',4,4,2,4,6,3,2,2,2,3,5,2,false
5822,'have tried make reservations, times, hostess didnt have name. ','have try make hostess have ','VB VBN VB   NN  VB  ','have_tried tried_make make_reservations, reservations,_times, times,_hostess hostess_didnt didnt_have have_name. ',4,1,2,1,4,1,1,1,1,2,4,1,false
5834,'weather is nice, try snag outside table. ','weather be try snag outside ','NN VBZ  VB VB JJ  ','weather_is is_nice, nice,_try try_snag snag_outside outside_table. ',3,1,1,1,3,2,1,1,1,2,4,1,false
5846,'staff has been nice, seemed stressed unisex bathroom needs be cleaned often. ','staff have be seem stress unisex bathroom need be clean ','NN VBZ VBN  VBD VBN JJ NN VBZ VB VBN  ','staff_has has_been been_nice, nice,_seemed seemed_stressed stressed_unisex unisex_bathroom bathroom_needs needs_be be_cleaned cleaned_often. ',3,1,1,1,7,2,1,1,1,4,5,1,false
5858,'boyfriend went celebrate birthday other night say is was magnificent. ','boyfriend go celebrate birthday other night say be be ','NN VBD VB NN JJ NN VB VBZ VBD  ','boyfriend_went went_celebrate celebrate_birthday birthday_other other_night night_say say_is is_was was_magnificent. ',2,1,1,1,1,1,1,1,1,1,1,1,false
5870,'spectacular caviar hospitable waitstaff, felt royalty enjoyed second it. ','spectacular caviar hospitable feel royalty enjoy #ord# ','JJ NN JJ  VBD NN VBD NN  ','spectacular_caviar caviar_hospitable hospitable_waitstaff, waitstaff,_felt felt_royalty royalty_enjoyed enjoyed_second second_it. ',5,1,2,1,5,1,1,1,1,3,5,1,false
5882,'Considering were last patrons was closing time, waitstaff did rush made feel comfortable relaxed. ','consider be last patron be closing waitstaff do rush make feel comfortable ','VBG VBD JJ NNS VBD NN  NN VBD VB VBD VB JJ  ','Considering_were were_last last_patrons patrons_was was_closing closing_time, time,_waitstaff waitstaff_did did_rush rush_made made_feel feel_comfortable comfortable_relaxed. ',3,1,2,1,5,1,1,1,1,3,7,1,false
5894,'recommend Caviar Russe anyone wants delicious top grade caviar fantastic service. ','recommend caviar russe anyone want delicious top grade caviar fantastic ','VBP NNP NNP NN VBZ JJ JJ NN NN JJ  ','recommend_Caviar Caviar_Russe Russe_anyone anyone_wants wants_delicious delicious_top top_grade grade_caviar caviar_fantastic fantastic_service. ',4,1,0,0,7,1,0,0,0,2,5,0,false
5906,'Nice Family owned traditional restaurant. ','nice family own traditional ','NNP NNP VBD JJ  ','Nice_Family Family_owned owned_traditional traditional_restaurant. ',2,1,1,0,2,1,0,0,0,2,2,0,false
5918,'Fresh ingredients everything is made order. ','fresh ingredient everything be make ','JJ NNS NN VBZ VBN  ','Fresh_ingredients ingredients_everything everything_is is_made made_order. ',0,0,0,0,3,0,0,0,0,0,3,0,false
5930,'was surprised find gem Hoboken. ','be surprised find gem ','VBD JJ VB NN  ','was_surprised surprised_find find_gem gem_Hoboken. ',2,0,1,0,1,0,0,0,0,1,1,0,false
5942,'Friendly staff lets enjoy meal company youre with. ','friendly staff enjoy meal company ','JJ NN  VB NN NN   ','Friendly_staff staff_lets lets_enjoy enjoy_meal meal_company company_youre youre_with. ',2,2,1,1,3,1,1,1,1,3,4,1,false
5954,'ordered Change Mojito, was world. ','order change be ','VBD NNP  VBD  ','ordered_Change Change_Mojito, Mojito,_was was_world. ',2,1,2,1,4,1,1,1,1,2,3,1,false
5966,'friends settled rice dishes, came following day try dim sum, was good.not outstanding, good. ','friend settle rice come follow day try dim be good.not ','NNS VBD NN  VBD VBG NN VB JJ  VBD VBN   ','friends_settled settled_rice rice_dishes, dishes,_came came_following following_day day_try try_dim dim_sum, sum,_was was_good.not good.not_outstanding, outstanding,_good. ',5,2,1,2,8,2,1,1,2,3,3,1,false
5978,'ate back patio, is worth its cool music is hear there. ','eat back be worth cool music be hear ','VBD NN  VBZ JJ  JJ NN VBZ VB  ','ate_back back_patio, patio,_is is_worth worth_its its_cool cool_music music_is is_hear hear_there. ',4,2,1,2,5,1,1,1,1,5,2,1,false
5990,'Overall, excellent restaurant! ','excellent ',' JJ  ','Overall,_excellent excellent_restaurant! ',1,1,1,0,1,0,0,0,0,1,2,0,false
6002,'buffet had nice selection. ','buffet have nice ','NN VBD JJ  ','buffet_had had_nice nice_selection. ',2,1,1,1,2,2,1,1,1,2,2,1,false
6014,'food was average including surprising tasty dishes. ','food be average include surprising tasty ','NN VBD JJ VBG JJ JJ  ','food_was was_average average_including including_surprising surprising_tasty tasty_dishes. ',2,2,1,2,6,2,1,1,1,2,2,1,false
6026,'Service was good. ','service be ','NN VBD  ','Service_was was_good. ',1,2,0,1,4,2,0,0,1,2,3,0,false
6038,'go back. ','go ','VB  ','go_back. ',3,0,0,0,1,0,0,0,0,2,1,0,false
6050,'got excellent piece cheesecake had several other nice pastries. ','get excellent piece cheesecake have several other nice ','VBD JJ NN NN VBD JJ JJ JJ  ','got_excellent excellent_piece piece_cheesecake cheesecake_had had_several several_other other_nice nice_pastries. ',2,1,1,1,5,2,1,1,1,2,3,1,false
6062,'recommend Roxys that, food. ','recommend ','VB    ','recommend_Roxys Roxys_that, that,_food. ',4,2,1,2,7,2,1,1,1,3,3,1,false
6074,'son girlfriend wanted cheeseburgers were huge! ','son girlfriend want cheeseburger be ','NN NN VBD NNS VBD  ','son_girlfriend girlfriend_wanted wanted_cheeseburgers cheeseburgers_were were_huge! ',1,1,1,1,3,1,1,1,1,1,2,1,false
6086,'But, were big bun. ','be big ',' VBD JJ  ','But,_were were_big big_bun. ',1,1,1,1,3,1,1,1,1,1,2,1,false
6098,'Consequently, burgers fell hands made mess didnt feel finishing them. ','burger fall hand make mess feel finish ',' NNS VBD NNS VBD NN  VB VBG  ','Consequently,_burgers burgers_fell fell_hands hands_made made_mess mess_didnt didnt_feel feel_finishing finishing_them. ',2,1,2,1,4,1,1,1,1,3,5,1,false
6110,'were $15 each! ','be ','VBD   ','were_$15 $15_each! ',1,1,1,1,3,1,1,1,1,1,2,1,false
6122,'had huge pastrami sandwich roll. ','have huge pastrami sandwich ','VBD JJ NN NN  ','had_huge huge_pastrami pastrami_sandwich sandwich_roll. ',0,0,0,0,1,0,0,0,0,0,0,0,false
6134,'was $14 bad pound Pastrami-but didnt have much taste-Ive had elsewhere! ','be bad pound have much have ','VBD  JJ NN   VB JJ  VBN  ','was_$14 $14_bad bad_pound pound_Pastrami-but Pastrami-but_didnt didnt_have have_much much_taste-Ive taste-Ive_had had_elsewhere! ',1,0,0,0,7,0,0,0,0,1,3,0,false
6146,'place is trendi have forgotten important part  restaurant, food. ','place be trendi have forget important part ','NN VBZ JJ VBP VBN JJ NN    ','place_is is_trendi trendi_have have_forgotten forgotten_important important_part part_ _restaurant, restaurant,_food. ',6,4,4,2,12,2,1,1,1,6,7,1,false
6158,'last times ordered food was spicy  eat it, spice took flavor dish. ','last time order food be spicy eat spice take flavor ','JJ NNS VBD NN VBD JJ  VB  NN VBD NN  ','last_times times_ordered ordered_food food_was was_spicy spicy_ _eat eat_it, it,_spice spice_took took_flavor flavor_dish. ',5,2,2,2,10,2,1,1,1,2,4,1,false
6170,'Tom Kha soup was pathetic. ','tom kha soup be ','NNP NNP NN VBD  ','Tom_Kha Kha_soup soup_was was_pathetic. ',1,1,1,1,1,1,1,1,1,1,1,1,false
6182,'want good authentic Thai place is place go. ','want good authentic thai place be place ','VBP JJ JJ NNP NN VBZ NN  ','want_good good_authentic authentic_Thai Thai_place place_is is_place place_go. ',4,3,3,2,5,2,1,1,2,4,4,1,false
6194,'went lunch couple weeks Saturday, was impressed food. ','go lunch couple week be impressed ','VBD NN NN NNS  VBD JJ  ','went_lunch lunch_couple couple_weeks weeks_Saturday, Saturday,_was was_impressed impressed_food. ',2,2,1,2,4,2,1,1,1,2,2,1,false
6206,'pesto pizza was excellent, thin-crust pizza nice amount spicy Italian cheese Id heard before. ','pesto pizza be thin-crust pizza nice amount spicy italian cheese hear ','NN NN VBD  JJ NN JJ NN JJ JJ NN  VBN  ','pesto_pizza pizza_was was_excellent, excellent,_thin-crust thin-crust_pizza pizza_nice nice_amount amount_spicy spicy_Italian Italian_cheese cheese_Id Id_heard heard_before. ',3,1,1,1,9,2,1,1,1,2,4,1,false
6218,'located too, being Bedford ave. ','locate be bedford ','VBN  VBG NNP  ','located_too, too,_being being_Bedford Bedford_ave. ',0,0,0,0,0,0,0,0,0,0,0,0,false
6230,'back garden sitting area is pleasant, see personal herb garden. ','back garden sitting area be see personal herb ','JJ NN NN NN VBZ  VB JJ NN  ','back_garden garden_sitting sitting_area area_is is_pleasant, pleasant,_see see_personal personal_herb herb_garden. ',2,1,1,1,1,1,1,1,1,2,1,1,false
6242,'be going back. ','be go ','VB VBG  ','be_going going_back. ',4,0,0,0,1,0,0,0,0,1,0,0,false
6254,'had lobster sandwich was FANTASTIC. ','have lobster sandwich be ','VBD NN NN VBD  ','had_lobster lobster_sandwich sandwich_was was_FANTASTIC. ',1,1,1,1,3,1,1,1,1,1,1,1,false
6266,'husband said couldve eaten several more, portion was fine exclaimed french fries were best has had. ','husband say eat several portion be fine exclaim french fry be good have ','NN VBD  VBN JJ  NN VBD JJ VBD JJ NNS VBD JJS VBZ  ','husband_said said_couldve couldve_eaten eaten_several several_more, more,_portion portion_was was_fine fine_exclaimed exclaimed_french french_fries fries_were were_best best_has has_had. ',2,1,1,1,6,1,1,1,1,1,3,1,false
6278,'had scallops appetizer were delicious sauce was wonderful. ','have scallop appetizer be delicious sauce be ','VBD NNS NN VBD JJ NN VBD  ','had_scallops scallops_appetizer appetizer_were were_delicious delicious_sauce sauce_was was_wonderful. ',1,1,1,1,5,1,1,1,1,2,2,1,false
6290,'cant beat prices. ','beat ',' VB  ','cant_beat beat_prices. ',2,4,1,2,4,1,1,1,1,1,2,1,false
6302,'recommended. ','',' ','',3,0,0,0,1,0,0,0,0,0,0,0,false
6314,'Ive lived NY years place has all. ','live ny year place have ',' VBN NNP NNS NN VBZ  ','Ive_lived lived_NY NY_years years_place place_has has_all. ',2,1,2,0,3,0,0,0,0,2,2,0,false
6326,'Great food, good size menu, great service unpretensious setting. ','great good size great service unpretensious ','JJ  JJ NN  JJ NN JJ  ','Great_food, food,_good good_size size_menu, menu,_great great_service service_unpretensious unpretensious_setting. ',5,5,1,3,8,5,1,1,2,5,7,1,false
6338,'dishes offered were unique, tasty fresh lamb sausages, sardines biscuits, large whole shrimp amazing pistachio ice cream (the best freshest Ive had). ','dish offer be tasty fresh lamb sardine large whole shrimp amazing pistachio ice cream good fresh ','NNS VBN VBD  JJ JJ NN  NNS  JJ JJ NN JJ NN NN NN  JJS JJS   ','dishes_offered offered_were were_unique, unique,_tasty tasty_fresh fresh_lamb lamb_sausages, sausages,_sardines sardines_biscuits, biscuits,_large large_whole whole_shrimp shrimp_amazing amazing_pistachio pistachio_ice ice_cream cream_(the (the_best best_freshest freshest_Ive Ive_had). ',2,1,1,1,9,2,1,1,1,1,2,1,false
